"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,30,"E","Estimated value"
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,30,"E","Estimated value"
"NZL","New Zealand","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,11,"E","Estimated value"
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,16,"E","Estimated value"
"POL","Poland","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,33,"E","Estimated value"
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,"E","Estimated value"
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,"E","Estimated value"
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,24,"E","Estimated value"
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,"E","Estimated value"
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,20,"E","Estimated value"
"TUR","Turkey","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,35,"E","Estimated value"
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,13,"E","Estimated value"
"USA","United States","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,"E","Estimated value"
"BRA","Brazil","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,18,"E","Estimated value"
"CHL","Chile","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,46,"E","Estimated value"
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,9,"E","Estimated value"
"ISR","Israel","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,21,"E","Estimated value"
"RUS","Russia","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,15,"E","Estimated value"
"SVN","Slovenia","EQ_AIRP","Air pollution","L","Value","WMN","Women","MICRO_M3","Micrograms per cubic metre","0","Units",,,26,"E","Estimated value"
"AUS","Australia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"FRA","France","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"POL","Poland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"USA","United States","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,44,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,82,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"FRA","France","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,67,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,75,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,97,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,79,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,67,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"POL","Poland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,82,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,97,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,60,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"USA","United States","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,69,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,66,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,47,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,87,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,87,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,79,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,95,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"FRA","France","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,66,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,98,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,80,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,75,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,76,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,69,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"POL","Poland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,74,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,97,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,59,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,89,,
"USA","United States","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,66,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,80,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,65,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,42,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,87,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,81,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,92,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,90,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,97,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"FRA","France","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,81,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,67,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,79,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,98,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,82,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,77,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,86,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,75,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,91,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,74,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,93,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,91,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,97,,
"POL","Poland","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,79,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,86,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,80,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,73,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,97,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,52,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,92,,
"USA","United States","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,88,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,82,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,75,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,83,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","HGH","High","PC","Percentage","0","Units",,,66,,
