"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","TIME","TIME","Value","Flag Codes","Flags"
"DNK","Denmark","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",96,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",93,,
"FRA","France","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",82,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",95,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",68,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",78,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",98,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",84,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",73,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",88,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",80,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",87,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",79,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",89,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",90,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",96,,
"POL","Poland","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",82,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",84,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",81,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",82,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",96,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",97,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",61,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",97,,
"USA","United States","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",89,,
"OTO","OECD - Total","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",85,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",78,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",79,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",75,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",66,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",49,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",88,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",90,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",96,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",79,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",87,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",84,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",92,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",92,,
"FRA","France","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",80,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",92,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",70,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",75,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",97,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",83,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",69,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",83,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",76,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",88,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",76,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",92,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",87,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",96,,
"POL","Poland","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",76,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",88,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",81,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",77,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",94,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",92,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",62,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",97,,
"USA","United States","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",86,,
"OTO","OECD - Total","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",84,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",73,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",76,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",75,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",65,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",49,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","WMN","Women","2013","2013",86,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",94,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",97,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",80,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",91,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",86,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",95,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",93,,
"FRA","France","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",80,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",94,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",72,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",74,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",96,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",80,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",68,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",86,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",75,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",88,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",76,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",92,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",92,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",97,,
"POL","Poland","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",74,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",89,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",84,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",88,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",95,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",95,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",60,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",96,,
"USA","United States","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",88,,
"OTO","OECD - Total","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",85,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",88,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",74,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",81,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",66,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",39,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","HGH","High","2013","2013",91,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",88,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",99,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",89,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",93,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",82,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",90,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",91,,
"FRA","France","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",81,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",100,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",69,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",77,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",98,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",92,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",70,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",85,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",80,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",86,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",80,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",98,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",88,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",95,,
"POL","Poland","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",81,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",89,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",81,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",79,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",99,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",95,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",63,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",97,,
"USA","United States","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",90,,
"OTO","OECD - Total","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",86,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",78,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",82,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",77,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",69,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",58,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","LW","Low","2013","2013",84,,
"AUS","Australia","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",10.5,,
"AUT","Austria","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",7.1,,
"BEL","Belgium","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",4.5,,
"CAN","Canada","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",10.5,,
"CZE","Czech Republic","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",6.8,,
"DNK","Denmark","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",7,,
"FIN","Finland","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",9,,
"FRA","France","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",3.5,,
"DEU","Germany","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",4.5,,
"GRC","Greece","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",6.5,,
"HUN","Hungary","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",7.9,,
"ISL","Iceland","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",5.1,,
"IRL","Ireland","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",9,,
"ITA","Italy","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",5,,
"JPN","Japan","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",7.3,,
"KOR","Korea","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",10.4,,
"LUX","Luxembourg","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",6,,
"MEX","Mexico","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",9,,
"NLD","Netherlands","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",6.1,,
"NZL","New Zealand","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",10.3,,
"NOR","Norway","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",8.1,,
"POL","Poland","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",10.8,,
"PRT","Portugal","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",6.5,,
"SVK","Slovak Republic","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",6.6,,
"ESP","Spain","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",7.3,,
"SWE","Sweden","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",10.9,,
"CHE","Switzerland","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",8.4,,
"TUR","Turkey","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",5.5,,
"GBR","United Kingdom","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",11.5,,
"USA","United States","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",8.3,,
"OTO","OECD - Total","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",7.3,,
"BRA","Brazil","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",4,,
"CHL","Chile","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",2,,
"EST","Estonia","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",3.3,,
"ISR","Israel","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",2.5,,
"RUS","Russia","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",2.5,"E","Estimated value"
"SVN","Slovenia","CG_TRASG","Consultation on rule-making","L","Value","TOT","Total","2013","2013",10.3,,
"AUS","Australia","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",10.5,"E","Estimated value"
"AUT","Austria","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",7.1,"E","Estimated value"
"BEL","Belgium","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",4.5,"E","Estimated value"
"CAN","Canada","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",10.5,"E","Estimated value"
"CZE","Czech Republic","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",6.8,"E","Estimated value"
"DNK","Denmark","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",7,"E","Estimated value"
"FIN","Finland","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",9,"E","Estimated value"
"FRA","France","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",3.5,"E","Estimated value"
"DEU","Germany","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",4.5,"E","Estimated value"
"GRC","Greece","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",6.5,"E","Estimated value"
"HUN","Hungary","CG_TRASG","Consultation on rule-making","L","Value","MN","Men","2013","2013",7.9,"E","Estimated value"
